"Entry","Status","Gene.names","Organism","Gene.ontology..biological.process.","Gene.ontology..cellular.component.","Gene.ontology..molecular.function.","Gene.ontology.IDs"
"A0A3B1JBC5","unreviewed","nipal2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","magnesium ion transmembrane transporter activity [GO:0015095]","GO:0015095; GO:0016021"
"A0A3B1JQU6","unreviewed","kcnb1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","exocytosis [GO:0006887]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]","axon [GO:0030424]; dendrite [GO:0030425]; lateral plasma membrane [GO:0016328]; perikaryon [GO:0043204]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]; voltage-gated potassium channel complex [GO:0008076]","voltage-gated potassium channel activity [GO:0005249]","GO:0005249; GO:0006887; GO:0008076; GO:0016328; GO:0030424; GO:0030425; GO:0034765; GO:0042383; GO:0043204; GO:0045211; GO:0051260"
"A0A3B1IE37","unreviewed","gatad2a","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","negative regulation of transcription by RNA polymerase II [GO:0000122]","nucleus [GO:0005634]","sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]","GO:0000122; GO:0005634; GO:0008270; GO:0043565"
"W5LRK3","unreviewed","s1pr3","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","sphingosine-1-phosphate receptor activity [GO:0038036]","GO:0005886; GO:0016021; GO:0038036"
"A0A3B1JFV6","unreviewed","ddx5","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]","GO:0003676; GO:0003724; GO:0005524; GO:0016787"
"A0A3B1IH25","unreviewed","c8orf37","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","cytoplasm [GO:0005737]; photoreceptor inner segment [GO:0001917]","","GO:0001917; GO:0005737"
"A0A3B1KJH4","unreviewed","ddah1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","arginine catabolic process [GO:0006527]; citrulline metabolic process [GO:0000052]; positive regulation of nitric oxide biosynthetic process [GO:0045429]","","dimethylargininase activity [GO:0016403]; metal ion binding [GO:0046872]","GO:0000052; GO:0006527; GO:0016403; GO:0045429; GO:0046872"
"A0A3B1JVA2","unreviewed","c12orf73","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","mitochondrial respiratory chain complex III assembly [GO:0034551]","mitochondrion [GO:0005739]","","GO:0005739; GO:0034551"
"A0A3B1IRV5","unreviewed","tmcc3","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"A0A3B1J113","unreviewed","f2rl2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","blood coagulation [GO:0007596]","integral component of membrane [GO:0016021]","thrombin-activated receptor activity [GO:0015057]","GO:0007596; GO:0015057; GO:0016021"
"W5LRQ0","unreviewed","flrt1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"A0A3B1J763","unreviewed","mzt1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","gamma-tubulin complex localization [GO:0033566]","gamma-tubulin ring complex [GO:0008274]","","GO:0008274; GO:0033566"
"W5LRT4","unreviewed","macir","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","cilium assembly [GO:0060271]; Kupffer's vesicle development [GO:0070121]; negative regulation of macrophage chemotaxis [GO:0010760]; regulation of wound healing [GO:0061041]","cilium [GO:0005929]; cytoplasm [GO:0005737]","","GO:0005737; GO:0005929; GO:0010760; GO:0060271; GO:0061041; GO:0070121"
"W5LQR3","unreviewed","vapa","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]","","GO:0005789; GO:0016021"
"A0A3B1JGV1","unreviewed","h2be1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","nucleosome [GO:0000786]; nucleus [GO:0005634]","DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]","GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"A0A3B1JXH9","unreviewed","zbtb5","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1JAJ8","unreviewed","mc4r","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","melanocortin receptor activity [GO:0004977]","GO:0004977; GO:0005886; GO:0016021"
"A0A3B1J2E4","unreviewed","hrh2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","G protein-coupled receptor activity [GO:0004930]","GO:0004930; GO:0016021"
"A0A3B1KGA7","unreviewed","c9orf85","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"W5LGL4","unreviewed","paqr9","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"W5LD55","unreviewed","kmt5b","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","histone H4-K20 dimethylation [GO:0034772]; muscle organ development [GO:0007517]","chromosome [GO:0005694]; nucleus [GO:0005634]","histone methyltransferase activity (H4-K20 specific) [GO:0042799]; metal ion binding [GO:0046872]","GO:0005634; GO:0005694; GO:0007517; GO:0034772; GO:0042799; GO:0046872"
"W5LSV8","unreviewed","gpr139","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","G protein-coupled receptor activity [GO:0004930]","GO:0004930; GO:0016021"
"W5KP85","unreviewed","slc25a45","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","transmembrane transport [GO:0055085]","integral component of membrane [GO:0016021]","","GO:0016021; GO:0055085"
"W5LRR8","unreviewed","thnsl1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","cellular amino acid biosynthetic process [GO:0008652]","","pyridoxal phosphate binding [GO:0030170]","GO:0008652; GO:0030170"
"A0A3B1IR08","unreviewed","pcdh20","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","calcium ion binding [GO:0005509]","GO:0005509; GO:0005886; GO:0007156; GO:0016021"
"A0A3B1J7D1","unreviewed","pemt","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","methylation [GO:0032259]; phosphatidylcholine biosynthetic process [GO:0006656]","endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]","phosphatidylethanolamine N-methyltransferase activity [GO:0004608]; phosphatidyl-N-dimethylethanolamine N-methyltransferase activity [GO:0080101]; phosphatidyl-N-methylethanolamine N-methyltransferase activity [GO:0000773]","GO:0000773; GO:0004608; GO:0005789; GO:0006656; GO:0016021; GO:0031966; GO:0032259; GO:0080101"
"A0A3B1IXJ3","unreviewed","ctxn2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"W5K7T7","unreviewed","c1orf50","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1JD32","unreviewed","iscu","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","iron-sulfur cluster assembly [GO:0016226]","","iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]","GO:0005506; GO:0016226; GO:0051536"
"W5LNM2","unreviewed","trappc9","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","Golgi apparatus [GO:0005794]","","GO:0005794"
"A0A3B1JII6","unreviewed","npy","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","neuropeptide signaling pathway [GO:0007218]","extracellular region [GO:0005576]","hormone activity [GO:0005179]","GO:0005179; GO:0005576; GO:0007218"
"W5LE00","unreviewed","eif3d eif3s7","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","cap-dependent translational initiation [GO:0002191]; formation of cytoplasmic translation initiation complex [GO:0001732]","eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]","mRNA cap binding [GO:0098808]; translation initiation factor activity [GO:0003743]","GO:0001732; GO:0002191; GO:0003743; GO:0005852; GO:0016282; GO:0033290; GO:0098808"
"A0A3B1J187","unreviewed","c19orf54","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1JQ11","unreviewed","c5orf15","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"W5LDU3","unreviewed","lyn","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]","GO:0004714; GO:0004715; GO:0005524"
"W5KZU6","unreviewed","egr2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","nucleus [GO:0005634]","DNA binding [GO:0003677]; metal ion binding [GO:0046872]","GO:0003677; GO:0005634; GO:0046872"
"W5LLY8","unreviewed","dlk1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","calcium ion binding [GO:0005509]","GO:0005509; GO:0016021"
"W5LBN3","unreviewed","ypel2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","metal ion binding [GO:0046872]","GO:0046872"
"A0A3B1IS93","unreviewed","gpr180","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","G protein-coupled receptor signaling pathway [GO:0007186]; response to pheromone [GO:0019236]","integral component of membrane [GO:0016021]","","GO:0007186; GO:0016021; GO:0019236"
"W5KJ26","unreviewed","nrgn","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","regulation of growth [GO:0040008]","","","GO:0040008"
"W5KVM8","unreviewed","ap1m2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]","clathrin adaptor complex [GO:0030131]; clathrin-coated vesicle membrane [GO:0030665]; Golgi apparatus [GO:0005794]","","GO:0005794; GO:0006886; GO:0016192; GO:0030131; GO:0030665"
"W5KEJ3","unreviewed","guf1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","positive regulation of translation [GO:0045727]; translation [GO:0006412]","mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]","GTPase activity [GO:0003924]; GTP binding [GO:0005525]; ribosome binding [GO:0043022]","GO:0003924; GO:0005525; GO:0005743; GO:0005759; GO:0006412; GO:0043022; GO:0045727"
"A0A3B1K1M8","unreviewed","kmo","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]","integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]","FAD binding [GO:0071949]; kynurenine 3-monooxygenase activity [GO:0004502]","GO:0004502; GO:0005741; GO:0006569; GO:0016021; GO:0019805; GO:0034354; GO:0043420; GO:0071949"
"W5L9U4","unreviewed","sertm1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"W5K1S5","unreviewed","atp11b","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","phospholipid transport [GO:0015914]","integral component of membrane [GO:0016021]","ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]","GO:0000287; GO:0005524; GO:0015914; GO:0016021; GO:0140326"
"A0A3B1J292","unreviewed","wdr4","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","RNA (guanine-N7)-methylation [GO:0036265]; tRNA methylation [GO:0030488]","nucleus [GO:0005634]","","GO:0005634; GO:0030488; GO:0036265"
"A0A3B1J7Z6","unreviewed","myg1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1K162","unreviewed","pde7a","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","signal transduction [GO:0007165]","","3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]; metal ion binding [GO:0046872]","GO:0004114; GO:0007165; GO:0046872"
"W5KZG1","unreviewed","plekhh3","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","signal transduction [GO:0007165]","cytoskeleton [GO:0005856]","","GO:0005856; GO:0007165"
"W5LFZ7","unreviewed","tmem38b","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","identical protein binding [GO:0042802]; potassium channel activity [GO:0005267]","GO:0005267; GO:0016021; GO:0042802"
"W5KQL7","unreviewed","dock9","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","small GTPase mediated signal transduction [GO:0007264]","","guanyl-nucleotide exchange factor activity [GO:0005085]","GO:0005085; GO:0007264"
"W5K2A6","unreviewed","eml5","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"W5L455","unreviewed","fam163b","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"W5LS79","unreviewed","gpr88","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","G protein-coupled receptor activity [GO:0004930]","GO:0004930; GO:0016021"
"W5KFN1","unreviewed","dpysl2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","axon guidance [GO:0007411]; brain development [GO:0007420]; cytoskeleton organization [GO:0007010]; regulation of axon extension [GO:0030516]; regulation of neuron differentiation [GO:0045664]","cytoplasm [GO:0005737]","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; microtubule binding [GO:0008017]","GO:0005737; GO:0007010; GO:0007411; GO:0007420; GO:0008017; GO:0016810; GO:0030516; GO:0045664"
"W5K8K5","unreviewed","scarf2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]","integral component of membrane [GO:0016021]","scavenger receptor activity [GO:0005044]","GO:0005044; GO:0007157; GO:0016021"
"A0A3B1IFD6","unreviewed","hs3st1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","Golgi apparatus [GO:0005794]","sulfotransferase activity [GO:0008146]","GO:0005794; GO:0008146"
"W5KK42","unreviewed","znf335","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","DNA binding [GO:0003677]","GO:0003677"
"A0A3B1K9C1","unreviewed","pou2f1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","nucleus [GO:0005634]","DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]","GO:0000981; GO:0003677; GO:0005634"
"A0A3B1K724","unreviewed","slc6a18","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of plasma membrane [GO:0005887]","symporter activity [GO:0015293]","GO:0005887; GO:0015293"
"W5K2S1","unreviewed","coq5","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]","extrinsic component of mitochondrial inner membrane [GO:0031314]","2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0043333]","GO:0006744; GO:0031314; GO:0032259; GO:0043333"
"W5LM00","unreviewed","wars1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","tryptophanyl-tRNA aminoacylation [GO:0006436]","","ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]","GO:0004830; GO:0005524; GO:0006436"
"W5KE03","unreviewed","unc119","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","nervous system development [GO:0007399]","","lipid binding [GO:0008289]","GO:0007399; GO:0008289"
"W5KVH3","unreviewed","cpz","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]","GO:0004181; GO:0008270"
"A0A3B1IND2","unreviewed","echdc1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","catalytic activity [GO:0003824]","GO:0003824; GO:0016021"
"W5KHE8","unreviewed","eml6","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1K5I3","unreviewed","c10orf53","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1K2N3","unreviewed","ninj1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","cell adhesion [GO:0007155]; tissue regeneration [GO:0042246]","integral component of membrane [GO:0016021]","","GO:0007155; GO:0016021; GO:0042246"
"A0A3B1KE96","unreviewed","ralgds","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","small GTPase mediated signal transduction [GO:0007264]","integral component of membrane [GO:0016021]","guanyl-nucleotide exchange factor activity [GO:0005085]","GO:0005085; GO:0007264; GO:0016021"
