"","Gene_stable_ID","Comparison","logFC","PValue","Gene_name","Gene_description","Ensembl_Family_Description","Condition","Publication","Age_at_Sampling","Tissue"
"19321","ENSAMXG00000036026","Rio Choy-Control",-0.0928824245109782,0.561300983757707,"ipo8",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19322","ENSAMXG00000036027","Rio Choy-Control",1.21850887870341,0.537424881967236,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19323","ENSAMXG00000036028","Rio Choy-Control",-0.00986523636387455,0.970881997866124,"cgas",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19324","ENSAMXG00000036029","Rio Choy-Control",-0.156014822925564,0.784370715681073,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19326","ENSAMXG00000036031","Rio Choy-Control",0.247524092027661,0.933510911831344,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19327","ENSAMXG00000036032","Rio Choy-Control",1.45112300637065,0.125097955425653,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19328","ENSAMXG00000036033","Rio Choy-Control",0.208507266352595,0.509073303722495,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19329","ENSAMXG00000036034","Rio Choy-Control",1.46617554434797,0.165395103106993,"CALM3",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19330","ENSAMXG00000036035","Rio Choy-Control",1.00637770329628,0.554079936736817,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19331","ENSAMXG00000036036","Rio Choy-Control",-0.0637717514696542,0.841979599518335,"id3",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19332","ENSAMXG00000036037","Rio Choy-Control",-1.63485775571029,0.0436336509621007,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19333","ENSAMXG00000036038","Rio Choy-Control",-0.06110421015172,0.763259897892956,"pcmt",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19334","ENSAMXG00000036039","Rio Choy-Control",-0.077255871513249,0.776834245386998,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19336","ENSAMXG00000036041","Rio Choy-Control",0.761214841089418,0.591713582173697,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19337","ENSAMXG00000036042","Rio Choy-Control",0.444614833209086,0.24141807421606,"si:dkey-65b13.13",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19338","ENSAMXG00000036043","Rio Choy-Control",-0.0146472182191644,0.966701943872507,"stx1b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19339","ENSAMXG00000036044","Rio Choy-Control",0.728414245084376,0.815198225092117,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19340","ENSAMXG00000036045","Rio Choy-Control",-0.0513942259033437,0.891629155801758,"TMEM200C",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19343","ENSAMXG00000036048","Rio Choy-Control",-0.126157150459019,0.728896927053978,"gpr39",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19344","ENSAMXG00000036049","Rio Choy-Control",-0.437342339641552,0.354496356903943,"prss1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19345","ENSAMXG00000036050","Rio Choy-Control",-1.02952961853711,0.191174044264789,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19347","ENSAMXG00000036052","Rio Choy-Control",-0.0319639627869823,0.93548162444608,"inka2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19348","ENSAMXG00000036053","Rio Choy-Control",-0.798400929378035,0.212824550550808,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19349","ENSAMXG00000036054","Rio Choy-Control",0.13966991104777,0.452802167407452,"btbd6b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19350","ENSAMXG00000036055","Rio Choy-Control",0.502459585199893,0.0461108813548825,"mrps18a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19351","ENSAMXG00000036056","Rio Choy-Control",-1.23803212029697,0.184007880609535,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19352","ENSAMXG00000036057","Rio Choy-Control",-0.233370771508521,0.940309096240848,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19353","ENSAMXG00000036058","Rio Choy-Control",0.000537540190896212,0.998071336447617,"taf5",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19355","ENSAMXG00000036060","Rio Choy-Control",0.597989872628276,0.00415014336110008,"ca14",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19356","ENSAMXG00000036061","Rio Choy-Control",0.289531449396715,0.468656319194015,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19357","ENSAMXG00000036062","Rio Choy-Control",0.192977627560993,0.856528686217815,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19358","ENSAMXG00000036063","Rio Choy-Control",0.104808544725669,0.680926542476555,"meox1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19359","ENSAMXG00000036064","Rio Choy-Control",-0.376793474524616,0.666600744336371,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19360","ENSAMXG00000036065","Rio Choy-Control",0.639085307738898,0.481149939776147,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19361","ENSAMXG00000036066","Rio Choy-Control",-0.135513984097642,0.699844791355002,"cfhl4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19362","ENSAMXG00000036067","Rio Choy-Control",0.0477945660947312,0.815555879597125,"cdc23",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19363","ENSAMXG00000036068","Rio Choy-Control",0.0240407257969062,0.977107575243796,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19364","ENSAMXG00000036069","Rio Choy-Control",-1.1248575140217,0.0446039172621452,"rsf1b.1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19365","ENSAMXG00000036070","Rio Choy-Control",-0.615776617147619,0.633246637465189,"si:ch211-194g2.4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19366","ENSAMXG00000036071","Rio Choy-Control",0.128054929366327,0.85077300752657,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19367","ENSAMXG00000036072","Rio Choy-Control",0.29857248336626,0.228457229586018,"hpgd",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19368","ENSAMXG00000036073","Rio Choy-Control",0.606808636297565,0.320507887768632,"MGAT5B",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19369","ENSAMXG00000036074","Rio Choy-Control",-0.00642353764268556,0.974171815432059,"mul1b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19370","ENSAMXG00000036075","Rio Choy-Control",-0.66331224378229,0.0741939946444564,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19371","ENSAMXG00000036076","Rio Choy-Control",0.955236656164606,0.568887993995111,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19372","ENSAMXG00000036077","Rio Choy-Control",-0.691684982847327,0.0651034097596667,"zgc:174904",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19373","ENSAMXG00000036078","Rio Choy-Control",-0.213997435046927,0.414019161775359,"akr1b1.2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19374","ENSAMXG00000036079","Rio Choy-Control",-0.258274036225536,0.447728883712205,"tmem220",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19375","ENSAMXG00000036080","Rio Choy-Control",-1.60514763320519,0.211989617520682,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19376","ENSAMXG00000036081","Rio Choy-Control",0.378170368069504,0.284103659513068,"tspan34",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19377","ENSAMXG00000036082","Rio Choy-Control",0.348165902214159,0.210059887313015,"zdhhc24",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19378","ENSAMXG00000036083","Rio Choy-Control",-1.21924288987293,0.0466051324869533,"stard13b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19379","ENSAMXG00000036084","Rio Choy-Control",-0.0200476109586162,0.942097128115609,"flcn",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19380","ENSAMXG00000036085","Rio Choy-Control",0.0786532420376717,0.909747719923914,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19381","ENSAMXG00000036086","Rio Choy-Control",0.15557638143851,0.361560165585961,"igbp1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19382","ENSAMXG00000036087","Rio Choy-Control",0.0974548805577277,0.930365182500563,"upp2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19383","ENSAMXG00000036088","Rio Choy-Control",-0.131421764858342,0.609647640098723,"yaf2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19384","ENSAMXG00000036089","Rio Choy-Control",0.410864220456765,0.498317621061282,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19385","ENSAMXG00000036090","Rio Choy-Control",-0.729968453867584,0.408054288746028,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19386","ENSAMXG00000036091","Rio Choy-Control",-0.00140438119982287,0.999603171935073,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19387","ENSAMXG00000036092","Rio Choy-Control",-1.77241178887644,0.32750753312897,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19388","ENSAMXG00000036093","Rio Choy-Control",-0.372380993238843,0.186465052307415,"zfp36l1a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19389","ENSAMXG00000036094","Rio Choy-Control",0.673884834999941,0.407783178087398,"inip",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19390","ENSAMXG00000036095","Rio Choy-Control",0.45113670505007,0.484650224686075,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19391","ENSAMXG00000036096","Rio Choy-Control",0.740601552258248,0.0249723807706822,"calb2b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19393","ENSAMXG00000036098","Rio Choy-Control",-0.273809826334495,0.610009494220933,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19394","ENSAMXG00000036099","Rio Choy-Control",0.262229369765469,0.617128310625173,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19395","ENSAMXG00000036100","Rio Choy-Control",0.0664803797299439,0.752604074982807,"taf8",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19396","ENSAMXG00000036101","Rio Choy-Control",-0.46144888238685,0.0792636150674745,"nlrc3l1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19397","ENSAMXG00000036102","Rio Choy-Control",0.628092313533132,0.0139550267886757,"cavin1b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19398","ENSAMXG00000036103","Rio Choy-Control",-0.0903938592291489,0.746320401256799,"ppp2r2ca",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19399","ENSAMXG00000036104","Rio Choy-Control",1.40745129953586,5.46069392127578e-06,"rtn4rl2b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19400","ENSAMXG00000036105","Rio Choy-Control",0.114263098499411,0.627409810723871,"slc66a1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19401","ENSAMXG00000036106","Rio Choy-Control",-0.170363215175938,0.538907469688068,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19403","ENSAMXG00000036108","Rio Choy-Control",-0.233370771508521,0.940309096240848,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19404","ENSAMXG00000036109","Rio Choy-Control",-0.811419721932425,0.363102770659608,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19405","ENSAMXG00000036110","Rio Choy-Control",-0.204718630246544,0.617976681586446,"FRMD1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19406","ENSAMXG00000036111","Rio Choy-Control",0.107986736934315,0.685733405727407,"akr7a3",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19407","ENSAMXG00000036112","Rio Choy-Control",-1.47048263812448,0.392902866024991,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19409","ENSAMXG00000036114","Rio Choy-Control",0.185656741984322,0.613182115561635,"errfi1a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19410","ENSAMXG00000036115","Rio Choy-Control",-0.750759739756603,0.217662119370773,"foxi1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19411","ENSAMXG00000036116","Rio Choy-Control",-0.430444983616171,0.507892968357665,"c1ql4a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19412","ENSAMXG00000036117","Rio Choy-Control",1.09441343108221,0.0112223890578237,"lsm12a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19413","ENSAMXG00000036118","Rio Choy-Control",0.554785311060273,0.0847680840912924,"polr1d",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19414","ENSAMXG00000036119","Rio Choy-Control",-1.68100903272392,0.468425128186453,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19415","ENSAMXG00000036120","Rio Choy-Control",-0.271096488737745,0.440860509222105,"mmp16b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19417","ENSAMXG00000036122","Rio Choy-Control",-0.209773467261871,0.332491561977477,"meis1b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19418","ENSAMXG00000036123","Rio Choy-Control",0.248227610491982,0.465767374738575,"fam163ba",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19419","ENSAMXG00000036124","Rio Choy-Control",-0.0574302813761777,0.854933285305848,"oprl1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19420","ENSAMXG00000036125","Rio Choy-Control",-0.222416577063659,0.159836069631743,"cpne3",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19422","ENSAMXG00000036127","Rio Choy-Control",-0.049362844324821,0.851900488732055,"nploc4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19423","ENSAMXG00000036128","Rio Choy-Control",0.400535154722118,0.0639244053608386,"tfb1m",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19424","ENSAMXG00000036129","Rio Choy-Control",-1.68860972839437,0.00332291698886408,"plxna4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19425","ENSAMXG00000036130","Rio Choy-Control",0.0509197254457869,0.84481230414324,"psmb10",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19426","ENSAMXG00000036131","Rio Choy-Control",-0.059969666663485,0.94021869627735,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19427","ENSAMXG00000036132","Rio Choy-Control",-0.233370771508521,0.940309096240848,"si:dkey-78l4.13",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19428","ENSAMXG00000036133","Rio Choy-Control",0.84477037569352,0.504152572111632,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19429","ENSAMXG00000036134","Rio Choy-Control",-1.35110839403386,0.240721238765773,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19430","ENSAMXG00000036135","Rio Choy-Control",0.270136894429535,0.283476732417023,"mylpfb",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19431","ENSAMXG00000036136","Rio Choy-Control",1.42400686092236,0.314873717621968,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19432","ENSAMXG00000036137","Rio Choy-Control",0.915785648387608,4.52006286390362e-06,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19434","ENSAMXG00000036139","Rio Choy-Control",-1.82883867203416,0.348678714372103,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19435","ENSAMXG00000036140","Rio Choy-Control",0.213893749113484,0.629836452329452,"gpr186",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19436","ENSAMXG00000036141","Rio Choy-Control",0.182116423491181,0.333054302541453,"usf1l",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19437","ENSAMXG00000036142","Rio Choy-Control",0.154782710824373,0.486033693858262,"elovl1a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19438","ENSAMXG00000036143","Rio Choy-Control",-0.849883014611482,0.615702957736171,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19439","ENSAMXG00000036144","Rio Choy-Control",-2.02349166962612,0.425670569674467,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19440","ENSAMXG00000036145","Rio Choy-Control",0.867288519933623,0.285210521383109,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19441","ENSAMXG00000036146","Rio Choy-Control",-0.307379437186161,0.778712105016953,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19442","ENSAMXG00000036147","Rio Choy-Control",-0.769833789860446,0.433297653203151,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19443","ENSAMXG00000036148","Rio Choy-Control",0.130125616438008,0.699593301164411,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19444","ENSAMXG00000036149","Rio Choy-Control",-0.392764046952632,0.179072842906564,"znf385d",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19446","ENSAMXG00000036151","Rio Choy-Control",0.189680362180686,0.493414327972685,"hck",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19447","ENSAMXG00000036152","Rio Choy-Control",-0.190051410293544,0.57390542011017,"tmem53",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19448","ENSAMXG00000036153","Rio Choy-Control",0.245254626955637,0.261348048244061,"ccndbp1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19449","ENSAMXG00000036154","Rio Choy-Control",-0.407153806973166,0.421907826112701,"cdh12a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19450","ENSAMXG00000036155","Rio Choy-Control",0.202422448430306,0.44407980507777,"fam222a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19452","ENSAMXG00000036157","Rio Choy-Control",-0.230372867189549,0.660570983599247,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19454","ENSAMXG00000036159","Rio Choy-Control",0.193735736045945,0.464940892185814,"rnf170",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19455","ENSAMXG00000036160","Rio Choy-Control",0.0295958604550545,0.931993983550971,"ube2d1a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19456","ENSAMXG00000036161","Rio Choy-Control",0.0252028234456403,0.919889522754269,"hoxa11a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19457","ENSAMXG00000036162","Rio Choy-Control",0.636992386705574,0.0387331046125989,"mrpl53",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19458","ENSAMXG00000036163","Rio Choy-Control",0.728414245084376,0.815198225092117,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
