"","Namespace","GO_ID","GO_Term"
"44743","Biological Process","GO:1905673","positive regulation of lysosome organization"
"44744","Biological Process","GO:1905674","regulation of adaptive immune memory response"
"44745","Biological Process","GO:1905675","negative regulation of adaptive immune memory response"
"44746","Biological Process","GO:1905676","positive regulation of adaptive immune memory response"
"44747","Biological Process","GO:1905677","regulation of adaptive immune effector response"
"44748","Biological Process","GO:1905678","negative regulation of adaptive immune effector response"
"44749","Biological Process","GO:1905679","positive regulation of adaptive immune effector response"
"44750","Biological Process","GO:1905680","regulation of innate immunity memory response"
"44751","Biological Process","GO:1905681","negative regulation of innate immunity memory response"
"44752","Biological Process","GO:1905682","positive regulation of innate immunity memory response"
"44753","Biological Process","GO:1905683","peroxisome disassembly"
"44754","Biological Process","GO:1905684","regulation of plasma membrane repair"
"44755","Biological Process","GO:1905685","negative regulation of plasma membrane repair"
"44756","Biological Process","GO:1905686","positive regulation of plasma membrane repair"
"44757","Biological Process","GO:1905687","regulation of diacylglycerol kinase activity"
"44758","Biological Process","GO:1905688","negative regulation of diacylglycerol kinase activity"
"44759","Biological Process","GO:1905689","positive regulation of diacylglycerol kinase activity"
"44760","Biological Process","GO:1905690","nucleus disassembly"
"44761","Biological Process","GO:1905691","lipid droplet disassembly"
"44762","Biological Process","GO:1905692","endoplasmic reticulum disassembly"
"44763","Biological Process","GO:1905693","regulation of phosphatidic acid biosynthetic process"
"44764","Biological Process","GO:1905694","negative regulation of phosphatidic acid biosynthetic process"
"44765","Biological Process","GO:1905695","positive regulation of phosphatidic acid biosynthetic process"
"44766","Biological Process","GO:1905696","regulation of polysome binding"
"44767","Biological Process","GO:1905697","negative regulation of polysome binding"
"44768","Biological Process","GO:1905698","positive regulation of polysome binding"
"44769","Biological Process","GO:1905699","regulation of xenobiotic detoxification by transmembrane export across the plasma membrane"
"44770","Biological Process","GO:1905700","negative regulation of xenobiotic detoxification by transmembrane export across the plasma membrane"
"44771","Biological Process","GO:1905701","positive regulation of xenobiotic detoxification by transmembrane export across the plasma membrane"
"44772","Biological Process","GO:1905702","regulation of inhibitory synapse assembly"
"44773","Biological Process","GO:1905703","negative regulation of inhibitory synapse assembly"
"44774","Biological Process","GO:1905704","positive regulation of inhibitory synapse assembly"
"44775","Biological Process","GO:1905705","cellular response to paclitaxel"
"44776","Biological Process","GO:1905706","regulation of mitochondrial ATP synthesis coupled proton transport"
"44777","Biological Process","GO:1905707","negative regulation of mitochondrial ATP synthesis coupled proton transport"
"44778","Biological Process","GO:1905708","regulation of cell morphogenesis involved in conjugation with cellular fusion"
"44779","Biological Process","GO:1905709","negative regulation of membrane permeability"
"44780","Biological Process","GO:1905710","positive regulation of membrane permeability"
"44781","Biological Process","GO:1905711","response to phosphatidylethanolamine"
"44782","Biological Process","GO:1905712","cellular response to phosphatidylethanolamine"
"44783","Biological Process","GO:1905713","obsolete mitochondrial calcium uptake involved in regulation of presynaptic cytosolic calcium ion concentration"
"44784","Biological Process","GO:1905714","obsolete mitochondrial calcium release involved in regulation of presynaptic cytosolic calcium ion concentration"
"44785","Biological Process","GO:1905715","regulation of cornification"
"44786","Biological Process","GO:1905716","negative regulation of cornification"
"44787","Biological Process","GO:1905717","positive regulation of cornification"
"44788","Cellular Component","GO:1905718","obsolete mitotic spindle astral microtubule end"
"44789","Biological Process","GO:1905719","protein localization to perinuclear region of cytoplasm"
"44790","Cellular Component","GO:1905720","cytoplasmic microtubule bundle"
"44791","Cellular Component","GO:1905721","mitotic spindle astral microtubule end"
"44792","Biological Process","GO:1905722","regulation of trypanothione biosynthetic process"
"44793","Biological Process","GO:1905723","negative regulation of trypanothione biosynthetic process"
"44794","Biological Process","GO:1905724","positive regulation of trypanothione biosynthetic process"
"44795","Biological Process","GO:1905725","protein localization to microtubule end"
"44796","Biological Process","GO:1905735","regulation of L-proline import across plasma membrane"
"44797","Biological Process","GO:1905736","negative regulation of L-proline import across plasma membrane"
"44798","Biological Process","GO:1905737","positive regulation of L-proline import across plasma membrane"
"44799","Biological Process","GO:1905741","calcium export from the mitochondrion involved in positive regulation of presynaptic cytosolic calcium concentration"
"44800","Cellular Component","GO:1905742","Ras guanyl-nucleotide exchange factor complex"
"44801","Biological Process","GO:1905743","calcium import into the mitochondrion involved in negative regulation of presynaptic cytosolic calcium concentration"
"44802","Biological Process","GO:1905744","regulation of mRNA cis splicing, via spliceosome"
"44803","Biological Process","GO:1905745","negative regulation of mRNA cis splicing, via spliceosome"
"44804","Biological Process","GO:1905746","positive regulation of mRNA cis splicing, via spliceosome"
"44805","Biological Process","GO:1905747","negative regulation of saliva secretion"
"44806","Biological Process","GO:1905748","hard palate morphogenesis"
"44807","Biological Process","GO:1905749","regulation of endosome to plasma membrane protein transport"
"44808","Biological Process","GO:1905750","negative regulation of endosome to plasma membrane protein transport"
"44809","Biological Process","GO:1905751","positive regulation of endosome to plasma membrane protein transport"
"44810","Biological Process","GO:1905752","regulation of argininosuccinate synthase activity"
"44811","Biological Process","GO:1905753","positive regulation of argininosuccinate synthase activity"
"44812","Cellular Component","GO:1905754","ascospore-type prospore nucleus"
"44813","Biological Process","GO:1905755","protein localization to cytoplasmic microtubule"
"44814","Biological Process","GO:1905756","regulation of primary cell septum biogenesis"
"44815","Biological Process","GO:1905757","negative regulation of primary cell septum biogenesis"
"44816","Biological Process","GO:1905758","positive regulation of primary cell septum biogenesis"
"44817","Cellular Component","GO:1905759","post-anaphase array microtubule"
"44818","Cellular Component","GO:1905760","post-anaphase array microtubule end"
"44819","Molecular Function","GO:1905761","SCF ubiquitin ligase complex binding"
"44820","Molecular Function","GO:1905762","CCR4-NOT complex binding"
"44821","Molecular Function","GO:1905763","MTREC complex binding"
"44822","Biological Process","GO:1905764","regulation of protection from non-homologous end joining at telomere"
"44823","Biological Process","GO:1905765","negative regulation of protection from non-homologous end joining at telomere"
"44824","Biological Process","GO:1905766","positive regulation of protection from non-homologous end joining at telomere"
"44825","Biological Process","GO:1905767","regulation of double-stranded telomeric DNA binding"
"44826","Biological Process","GO:1905768","negative regulation of double-stranded telomeric DNA binding"
